WD25CD,WD25NM,WD25NMW,ObjectId
E05010016,Cheriton,,1551
E05010017,East Folkestone,,1552
E05010018,Folkestone Central,,1553
E05010019,Folkestone Harbour,,1554
E05010020,Hythe,,1555
E05010021,Hythe Rural,,1556
E05010022,New Romney,,1557
E05010023,North Downs East,,1558
E05010024,North Downs West,,1559
E05010025,Romney Marsh,,1560
E05010026,Sandgate & West Folkestone,,1561
E05010027,Walland & Denge Marsh,,1562
E05010064,Balderton South,,1563
E05010066,Bilsthorpe,,1564
E05010067,Boughton,,1565
E05010068,Bridge,,1566
E05010070,Collingham,,1567
E05010071,Devon,,1568
E05010072,Dover Beck,,1569
E05010073,Edwinstowe & Clipstone,,1570
E05010075,Farnsfield,,1571
E05010076,Lowdham,,1572
E05010077,Muskham,,1573
E05010078,Ollerton,,1574
E05010079,Rainworth North & Rufford,,1575
E05010080,Rainworth South & Blidworth,,1576
E05010081,Southwell,,1577
E05010082,Sutton-on-Trent,,1578
E05010083,Trent,,1579
E05010090,Appleby,,1580
E05010091,Ashby Castle,,1581
E05010092,Ashby Holywell,,1582
E05010093,Ashby Ivanhoe,,1583
E05010094,Ashby Money Hill,,1584
E05010095,Ashby Willesley,,1585
E05010096,Ashby Woulds,,1586
E05010097,Bardon,,1587
E05010098,Blackfordby,,1588
E05010099,Broom Leys,,1589
E05010100,Castle Donington Castle,,1590
E05010101,Castle Donington Central,,1591
E05010102,Castle Donington Park,,1592
E05010103,Castle Rock,,1593
E05010104,Coalville East,,1594
E05010105,Coalville West,,1595
E05010106,Daleacre Hill,,1596
E05010107,Ellistown & Battleflat,,1597
E05010108,Greenhill,,1598
E05010109,Hermitage,,1599
E05010110,Holly Hayes,,1600
E05010690,Skegby,,1601
E05010691,Stanton Hill & Teversal,,1602
E05010692,Greenwood & Summit,,1603
E05010693,Sutton Junction & Harlow Wood,,1604
E05010694,The Dales,,1605
E05010695,Underwood,,1606
E05010696,Abbey,,1607
E05010697,Blockley,,1608
E05010698,Bourton Vale,,1609
E05010699,Bourton Village,,1610
E05010700,Campden & Vale,,1611
E05010702,Chesterton,,1612
E05010703,Coln Valley,,1613
E05010705,Fairford North,,1614
E05010706,Fosseridge,,1615
E05010707,Four Acres,,1616
E05010708,Grumbolds Ash with Avening,,1617
E05010709,Kemble,,1618
E05010710,"Lechlade, Kempsford & Fairford South",,1619
E05010711,Moreton East,,1620
E05010712,Moreton West,,1621
E05010713,New Mills,,1622
E05010714,Northleach,,1623
E05010715,St Michael's,,1624
E05010717,Siddington & Cerney Rural,,1625
E05010718,South Cerney Village,,1626
E05010719,Stow,,1627
E05010721,Tetbury East & Rural,,1628
E05010722,Tetbury Town,,1629
E05010723,Tetbury with Upton,,1630
E05010724,The Ampneys & Hampton,,1631
E05010725,The Beeches,,1632
E05010726,The Rissingtons,,1633
E05010727,Watermoor,,1634
E05010728,Adwick le Street & Carcroft,,1635
E05010729,Armthorpe,,1636
E05010730,Balby South,,1637
E05010731,Bentley,,1638
E05010732,Bessacarr,,1639
E05010733,Conisbrough,,1640
E05010734,Edenthorpe & Kirk Sandall,,1641
E05010735,Edlington & Warmsworth,,1642
E05010736,Finningley,,1643
E05010737,Hatfield,,1644
E05010738,Hexthorpe & Balby North,,1645
E05010739,Mexborough,,1646
E05010740,Norton & Askern,,1647
E05010741,Roman Ridge,,1648
E05010742,Rossington & Bawtry,,1649
E05010743,Sprotbrough,,1650
E05010404,Seasalter,,1651
E05010405,St Stephen's,,1652
E05010407,Swalecliffe,,1653
E05010408,Tankerton,,1654
E05010409,West Bay,,1655
E05010410,Westgate,,1656
E05010411,Wincheap,,1657
E05010412,Bank Top & Lascelles,,1658
E05010413,Brinkburn & Faverdale,,1659
E05010414,Cockerton,,1660
E05010415,College,,1661
E05010416,Eastbourne,,1662
E05010417,Harrowgate Hill,,1663
E05010418,Haughton & Springfield,,1664
E05010419,Heighington & Coniscliffe,,1665
E05010420,Hummersknott,,1666
E05010421,Hurworth,,1667
E05010422,Mowden,,1668
E05010423,North Road,,1669
E05010424,Northgate,,1670
E05010425,Park East,,1671
E05010426,Park West,,1672
E05010427,Pierremont,,1673
E05010428,Red Hall & Lingfield,,1674
E05010429,Sadberge & Middleton St George,,1675
E05010430,Stephenson,,1676
E05010431,Whinfield,,1677
E05010458,Abbey,,1678
E05010459,Aylestone,,1679
E05010460,Beaumont Leys,,1680
E05010461,Belgrave,,1681
E05010462,Braunstone Park & Rowley Fields,,1682
E05010463,Castle,,1683
E05010464,Evington,,1684
E05010465,Eyres Monsell,,1685
E05010466,Fosse,,1686
E05010467,Humberstone & Hamilton,,1687
E05010468,Knighton,,1688
E05010469,North Evington,,1689
E05010470,Rushey Mead,,1690
E05010471,Saffron,,1691
E05010472,Spinney Hills,,1692
E05010473,Stoneygate,,1693
E05010474,Thurncourt,,1694
E05010475,Troon,,1695
E05010476,Westcotes,,1696
E05010477,Western,,1697
E05010478,Wycliffe,,1698
E05010479,Barlaston,,1699
E05010480,Baswich,,1700
E05010820,Park,,1701
E05010821,Paston and Walton,,1702
E05010554,Chagford,,1703
E05010822,Ravensthorpe,,1704
E05010823,Stanground South,,1705
E05010555,Dartmoor,,1706
E05010824,Werrington,,1707
E05010556,Drewsteignton,,1708
E05010825,West,,1709
E05010557,Exbourne,,1710
E05010826,Wittering,,1711
E05010558,Hatherleigh,,1712
E05010827,Berechurch,,1713
E05010559,Mary Tavy,,1714
E05010828,Castle,,1715
E05010560,Milton Ford,,1716
E05010829,Greenstead,,1717
E05010561,Okehampton North,,1718
E05010830,Highwoods,,1719
E05010562,Okehampton South,,1720
E05010831,Lexden and Braiswick,,1721
E05010563,South Tawton,,1722
E05010832,Marks Tey and Layer,,1723
E05010564,Tamarside,,1724
E05010833,Mersea and Pyefleet,,1725
E05010565,Tavistock North,,1726
E05010834,Mile End,,1727
E05010566,Tavistock South East,,1728
E05010481,Common,,1729
E05010835,New Town and Christ Church,,1730
E05010567,Tavistock South West,,1731
E05010482,Coton,,1732
E05010836,Old Heath and The Hythe,,1733
E05010604,Awsworth Road,,1734
E05010483,Doxey & Castletown,,1735
E05010837,Prettygate,,1736
E05010605,Breaston,,1737
E05010484,Eccleshall,,1738
E05010838,Rural North,,1739
E05010606,Cotmanhay,,1740
E05010485,Forebridge,,1741
E05010839,St Anne's and St John's,,1742
E05010607,Derby Road East,,1743
E05010486,Fulford,,1744
E05010840,Shrub End,,1745
E05010608,Derby Road West,,1746
E05010487,Gnosall & Woodseaves,,1747
E05010841,Stanway,,1748
E05010609,Draycott & Risley,,1749
E05010488,Haywood & Hixon,,1750
E05010842,Tiptree,,1751
E05010610,Hallam Fields,,1752
E05010489,Highfields & Western Downs,,1753
E05010843,Wivenhoe,,1754
E05010611,Kirk Hallam & Stanton-by-Dale,,1755
E05010490,Holmcroft,,1756
E05010844,Downhall and Rawreth,,1757
E05010612,Larklands,,1758
E05010491,Littleworth,,1759
E05010845,Foulness and The Wakerings,,1760
E05010613,Little Eaton & Stanley,,1761
E05010492,Manor,,1762
E05010846,Hawkwell East,,1763
E05010614,Little Hallam,,1764
E05010493,Milford,,1765
E05010847,Hawkwell West,,1766
E05010615,Long Eaton Central,,1767
E05010494,Milwich,,1768
E05010848,Hockley,,1769
E05010616,Nottingham Road,,1770
E05010617,Ockbrook & Borrowash,,1771
E05010618,Sandiacre,,1772
E05010619,Sawley,,1773
E05010620,Shipley View,,1774
E05010621,West Hallam & Dale Abbey,,1775
E05010622,Wilsthorpe,,1776
E05010623,Barms,,1777
E05010624,Blackbrook,,1778
E05010625,Burbage,,1779
E05010626,Buxton Central,,1780
E05010627,Chapel East,,1781
E05010628,Chapel West,,1782
E05010629,Corbar,,1783
E05010630,Cote Heath,,1784
E05010631,Dinting,,1785
E05010632,Gamesley,,1786
E05010633,Hadfield North,,1787
E05010634,Hadfield South,,1788
E05010635,Hayfield,,1789
E05010636,Hope Valley,,1790
E05010637,Howard Town,,1791
E05010638,Limestone Peak,,1792
E05010639,New Mills East,,1793
E05010744,Stainforth & Barnby Dun,,1794
E05010745,Thorne & Moorends,,1795
E05010495,Penkside,,1796
E05010870,Gleadless Valley,,1797
E05010746,Tickhill & Wadsworth,,1798
E05010496,Rowley,,1799
E05010849,Hockley and Ashingdon,,1800
E05010747,Town,,1801
E05010871,Graves Park,,1802
E05010497,St Michael's & Stonefield,,1803
E05010850,Hullbridge,,1804
E05010748,Wheatley Hills & Intake,,1805
E05010872,Hillsborough,,1806
E05010498,Seighford & Church Eaton,,1807
E05010851,Lodge,,1808
E05010755,Blunsdon and Highworth,,1809
E05010873,Manor Castle,,1810
E05010499,Swynnerton & Oulton,,1811
E05010852,Roche North and Rural,,1812
E05010756,Haydon Wick,,1813
E05010874,Mosborough,,1814
E05010500,Walton,,1815
E05010853,Roche South,,1816
E05010757,Penhill and Upper Stratton,,1817
E05010875,Nether Edge and Sharrow,,1818
E05010501,Weeping Cross & Wildwood,,1819
E05010854,Sweyne Park and Grange,,1820
E05010758,Admirals and Cawston,,1821
E05010876,Park and Arbourthorne,,1822
E05010502,Aggborough & Spennells,,1823
E05010855,Trinity,,1824
E05010759,Dunsmore,,1825
E05010877,Richmond,,1826
E05010503,Areley Kings & Riverside,,1827
E05010856,Wheatley,,1828
E05010760,Wolston and the Lawfords,,1829
E05010878,Shiregreen and Brightside,,1830
E05010504,Bewdley & Rock,,1831
E05010857,Beauchief and Greenhill,,1832
E05010781,Chadlington and Churchill,,1833
E05010879,Southey,,1834
E05010505,Blakebrook & Habberley South,,1835
E05010858,Beighton,,1836
E05010782,Charlbury and Finstock,,1837
E05010880,Stannington,,1838
E05010506,Broadwaters,,1839
E05010859,Birley,,1840
E05010783,"Hailey, Minster Lovell and Leafield",,1841
E05010882,Walkley,,1842
E05010507,Foley Park & Hoobrook,,1843
E05010860,Broomhill and Sharrow Vale,,1844
E05010784,Abbey,,1845
E05010883,West Ecclesfield,,1846
E05010508,Franche & Habberley North,,1847
E05010861,Burngreave,,1848
E05010785,Birchwood,,1849
E05010884,Woodhouse,,1850
E05010509,Lickhill,,1851
E05010862,City,,1852
E05010786,Boultham,,1853
E05010885,Ashley,,1854
E05010510,Mitton,,1855
E05010863,Crookes and Crosspool,,1856
E05010787,Carholme,,1857
E05010886,Avonmouth and Lawrence Weston,,1858
E05010511,Offmore & Comberton,,1859
E05010864,Darnall,,1860
E05010788,Castle,,1861
E05010887,Bedminster,,1862
E05010512,Wribbenhall & Arley,,1863
E05010865,Dore and Totley,,1864
E05010789,Glebe,,1865
E05010888,Bishopston and Ashley Down,,1866
E05010513,Wyre Forest Rural,,1867
E05010866,East Ecclesfield,,1868
E05010790,Hartsholme,,1869
E05010889,Bishopsworth,,1870
E05010514,Attenborough & Chilwell East,,1871
E05010791,Minster,,1872
E05010867,Ecclesall,,1873
E05010792,Moorland,,1874
E05010890,Brislington East,,1875
E05010868,Firth Park,,1876
E05010516,Beeston Central,,1877
E05010891,Brislington West,,1878
E05010892,Central,,1879
E05010517,Beeston North,,1880
E05010893,Clifton,,1881
E05010518,Beeston Rylands,,1882
E05010894,Clifton Down,,1883
E05010519,Beeston West,,1884
E05010895,Cotham,,1885
E05010521,Brinsley,,1886
E05010869,Fulwood,,1887
E05010896,Easton,,1888
E05010793,Park,,1889
E05010522,Chilwell West,,1890
E05010897,Eastville,,1891
E05010794,Witham,,1892
E05010523,Eastwood Hall,,1893
E05010898,Filwood,,1894
E05010795,Byfleet and West Byfleet,,1895
E05010524,Eastwood Hilltop,,1896
E05010899,Frome Vale,,1897
E05010796,Canalside,,1898
E05010525,Eastwood St Mary's,,1899
E05010900,Hartcliffe and Withywood,,1900
E05010797,Goldsworth Park,,1901
E05010531,Stapleford South West,,1902
E05010901,Henbury and Brentry,,1903
E05010798,Heathlands,,1904
E05010532,Toton & Chilwell Meadows,,1905
E05010902,Hengrove and Whitchurch Park,,1906
E05010799,Hoe Valley,,1907
E05010533,Watnall & Nuthall West,,1908
E05010903,Hillfields,,1909
E05010800,Horsell,,1910
E05010550,Bere Ferrers,,1911
E05010904,Horfield,,1912
E05010801,Knaphill,,1913
E05010551,Bridestowe,,1914
E05010905,Hotwells and Harbourside,,1915
E05010802,Mount Hermon,,1916
E05010552,Buckland Monachorum,,1917
E05010906,Knowle,,1918
E05010803,Pyrford,,1919
E05010553,Burrator,,1920
E05010907,Lawrence Hill,,1921
E05010804,St John's,,1922
E05010908,Lockleaze,,1923
E05010805,Barnack,,1924
E05010909,Redland,,1925
E05010806,Bretton,,1926
E05010910,St George Central,,1927
E05010807,Central,,1928
E05010911,St George Troopers Hill,,1929
E05010808,Dogsthorpe,,1930
E05010912,St George West,,1931
E05010809,East,,1932
E05010913,Southmead,,1933
E05010810,"Eye, Thorney and Newborough",,1934
E05010914,Southville,,1935
E05010811,Fletton and Stanground,,1936
E05010915,Stockwood,,1937
E05010812,Fletton and Woodston,,1938
E05010916,Stoke Bishop,,1939
E05010813,Glinton and Castor,,1940
E05010917,Westbury-on-Trym and Henleaze,,1941
E05010814,Gunthorpe,,1942
E05010918,Windmill Hill,,1943
E05010815,Hampton Vale,,1944
E05010921,Banbury Cross and Neithrop,,1945
E05010816,Hargate and Hempsted,,1946
E05010922,Banbury Grimsbury and Hightown,,1947
E05010817,North,,1948
E05010818,Orton Longueville,,1949
E05010819,Orton Waterville,,1950
E05010640,New Mills West,,1951
E05010641,Old Glossop,,1952
E05010642,Padfield,,1953
E05010643,St John's,,1954
E05010644,Sett,,1955
E05010645,Simmondley,,1956
E05010646,Stone Bench,,1957
E05010647,Temple,,1958
E05010648,Tintwistle,,1959
E05010649,Whaley Bridge,,1960
E05010650,Whitfield,,1961
E05010651,Alrewas & Fradley,,1962
E05010652,Armitage with Handsacre,,1963
E05010653,Boley Park,,1964
E05010654,Boney Hay & Central,,1965
E05010655,Bourne Vale,,1966
E05010656,Chadsmead,,1967
E05010657,Chase Terrace,,1968
E05010658,Chasetown,,1969
E05010659,Colton & the Ridwares,,1970
E05010660,Curborough,,1971
E05010661,Fazeley,,1972
E05010662,Hammerwich with Wall,,1973
E05010663,Highfield,,1974
E05010664,Leomansley,,1975
E05010665,Little Aston & Stonnall,,1976
E05010666,Longdon,,1977
E05010667,Mease Valley,,1978
E05010668,St John's,,1979
E05010669,Shenstone,,1980
E05010670,Stowe,,1981
E05010671,Summerfield & All Saints,,1982
E05010672,Whittington & Streethay,,1983
E05010673,Abbey Hill,,1984
E05010674,Annesley & Kirkby Woodhouse,,1985
E05010675,Ashfields,,1986
E05010676,Carsic,,1987
E05010677,Sutton Central & New Cross,,1988
E05010678,Hucknall Central,,1989
E05010679,Hucknall North,,1990
E05010680,Hucknall South,,1991
E05010681,Hucknall West,,1992
E05010682,Huthwaite & Brierley,,1993
E05010683,Jacksdale & Westwood,,1994
E05010684,Kingsway,,1995
E05010685,Kirkby Cross & Portland,,1996
E05010686,Larwood,,1997
E05010687,Leamington,,1998
E05010688,Sutton St Mary's,,1999
E05010689,Selston,,2000
E05011039,Penketh and Cuerdley,,2001
E05011040,Poplars and Hulme,,2002
E05011041,Poulton North,,2003
E05011042,Poulton South,,2004
E05011043,Rixton and Woolston,,2005
E05011044,Stockton Heath,,2006
E05011045,Westbrook,,2007
E05011046,Callowland,,2008
E05011047,Central,,2009
E05011048,Holywell,,2010
E05011049,Leggatts,,2011
E05011050,Meriden,,2012
E05011051,Nascot,,2013
E05011052,Oxhey,,2014
E05011053,Park,,2015
E05011054,Stanborough,,2016
E05011055,Tudor,,2017
E05011056,Vicarage,,2018
E05011057,Woodside,,2019
E05011058,Brookmans Park and Little Heath,,2020
E05011059,Haldens,,2021
E05011060,Handside,,2022
E05011061,Hatfield Central,,2023
E05011062,Hatfield East,,2024
E05011063,Hatfield South West,,2025
E05011064,Hatfield Villages,,2026
E05011065,Hollybush,,2027
E05011066,Howlands,,2028
E05011067,Northaw and Cuffley,,2029
E05011068,Panshanger,,2030
E05011069,Peartree,,2031
E05011070,Sherrards,,2032
E05011071,Welham Green and Hatfield South,,2033
E05011072,Welwyn East,,2034
E05011073,Welwyn West,,2035
E05011074,Claygate,,2036
E05011075,Cobham and Downside,,2037
E05011076,Esher,,2038
E05011077,Hersham Village,,2039
E05011078,Hinchley Wood and Weston Green,,2040
E05011079,Long Ditton,,2041
E05011080,Molesey East,,2042
E05011081,Molesey West,,2043
E05011082,Oatlands and Burwood Park,,2044
E05011083,Oxshott and Stoke D'Abernon,,2045
E05011084,Thames Ditton,,2046
E05011085,Walton Central,,2047
E05011086,Walton North,,2048
E05011087,Walton South,,2049
E05011088,Weybridge Riverside,,2050
E05010986,Stroud Central,,2051
E05010987,Stroud Farmhill and Paganhill,,2052
E05010988,Stroud Slade,,2053
E05010990,Stroud Uplands,,2054
E05010991,Stroud Valley,,2055
E05010992,The Stanleys,,2056
E05010995,Alresford and Itchen Valley,,2057
E05010996,Badger Farm and Oliver's Battery,,2058
E05010997,Bishop's Waltham,,2059
E05010998,Central Meon Valley,,2060
E05010999,Colden Common and Twyford,,2061
E05011000,Denmead,,2062
E05011001,St Barnabas,,2063
E05011002,St Bartholomew,,2064
E05011003,St Luke,,2065
E05011004,St Michael,,2066
E05011005,St Paul,,2067
E05011006,Southwick and Wickham,,2068
E05011007,The Worthys,,2069
E05011008,Upper Meon Valley,,2070
E05011009,Whiteley and Shedfield,,2071
E05011010,Wonston and Micheldever,,2072
E05011011,Alphington,,2073
E05011012,Duryard and St James,,2074
E05011013,Exwick,,2075
E05011014,Heavitree,,2076
E05011015,Mincinglake and Whipton,,2077
E05011016,Newtown and St Leonard's,,2078
E05011017,Pennsylvania,,2079
E05011018,Pinhoe,,2080
E05011019,Priory,,2081
E05011020,St David's,,2082
E05011021,St Loyes,,2083
E05011022,St Thomas,,2084
E05011023,Topsham,,2085
E05011024,Appleton,,2086
E05011025,Bewsey and Whitecross,,2087
E05011026,Birchwood,,2088
E05011027,Burtonwood and Winwick,,2089
E05011028,Chapelford and Old Hall,,2090
E05011029,"Culcheth, Glazebury and Croft",,2091
E05011030,Fairfield and Howley,,2092
E05011031,Grappenhall,,2093
E05011032,Great Sankey North and Whittle Hall,,2094
E05011033,Great Sankey South,,2095
E05011034,Latchford East,,2096
E05011035,Latchford West,,2097
E05011036,Lymm North and Thelwall,,2098
E05011037,Lymm South,,2099
E05011038,Orford,,2100
E05011089,Weybridge St George's Hill,,2101
E05011090,Bryher,,2102
E05011091,St Agnes,,2103
E05011092,St Martin's,,2104
E05011093,St Mary's,,2105
E05011094,Tresco,,2106
E05011095,Borough & Bankside,,2107
E05011096,Camberwell Green,,2108
E05011097,Champion Hill,,2109
E05011098,Chaucer,,2110
E05011099,Dulwich Hill,,2111
E05011100,Dulwich Village,,2112
E05011101,Dulwich Wood,,2113
E05011102,Faraday,,2114
E05011103,Goose Green,,2115
E05011104,London Bridge & West Bermondsey,,2116
E05011105,Newington,,2117
E05011106,North Bermondsey,,2118
E05011107,North Walworth,,2119
E05011108,Nunhead & Queen's Road,,2120
E05011109,Old Kent Road,,2121
E05011110,Peckham,,2122
E05011111,Peckham Rye,,2123
E05011112,Rotherhithe,,2124
E05011113,Rye Lane,,2125
E05011114,St George's,,2126
E05011115,St Giles,,2127
E05011116,South Bermondsey,,2128
E05011117,Surrey Docks,,2129
E05011118,Acocks Green,,2130
E05011119,Allens Cross,,2131
E05011120,Alum Rock,,2132
E05011121,Aston,,2133
E05011122,Balsall Heath West,,2134
E05011123,Bartley Green,,2135
E05011124,Billesley,,2136
E05011125,Birchfield,,2137
E05011126,Bordesley & Highgate,,2138
E05011127,Bordesley Green,,2139
E05011128,Bournbrook & Selly Park,,2140
E05011129,Bournville & Cotteridge,,2141
E05011130,Brandwood & King's Heath,,2142
E05011131,Bromford & Hodge Hill,,2143
E05011132,Castle Vale,,2144
E05011133,Druids Heath & Monyhull,,2145
E05011134,Edgbaston,,2146
E05011135,Erdington,,2147
E05011136,Frankley Great Park,,2148
E05011137,Garretts Green,,2149
E05011138,Glebe Farm & Tile Cross,,2150
E05011139,Gravelly Hill,,2151
E05011140,Hall Green North,,2152
E05011141,Hall Green South,,2153
E05011142,Handsworth,,2154
E05011143,Handsworth Wood,,2155
E05011144,Harborne,,2156
E05011145,Heartlands,,2157
E05011146,Highter's Heath,,2158
E05011147,Holyhead,,2159
E05011148,King's Norton North,,2160
E05011149,King's Norton South,,2161
E05011150,Kingstanding,,2162
E05011151,Ladywood,,2163
E05011152,Longbridge & West Heath,,2164
E05011153,Lozells,,2165
E05011154,Moseley,,2166
E05011155,Nechells,,2167
E05011156,Newtown,,2168
E05011157,North Edgbaston,,2169
E05011158,Northfield,,2170
E05011159,Oscott,,2171
E05011160,Perry Barr,,2172
E05011161,Perry Common,,2173
E05011162,Pype Hayes,,2174
E05011163,Quinton,,2175
E05011164,Rubery & Rednal,,2176
E05011165,Shard End,,2177
E05011166,Sheldon,,2178
E05011167,Small Heath,,2179
E05011168,Soho & Jewellery Quarter,,2180
E05011169,South Yardley,,2181
E05011170,Sparkbrook & Balsall Heath East,,2182
E05011171,Sparkhill,,2183
E05011172,Stirchley,,2184
E05011173,Stockland Green,,2185
E05011174,Sutton Four Oaks,,2186
E05011175,Sutton Mere Green,,2187
E05011176,Sutton Reddicap,,2188
E05011177,Sutton Roughley,,2189
E05011178,Sutton Trinity,,2190
E05011179,Sutton Vesey,,2191
E05011180,Sutton Walmley & Minworth,,2192
E05011181,Sutton Wylde Green,,2193
E05011182,Tyseley & Hay Mills,,2194
E05011183,Ward End,,2195
E05011184,Weoley & Selly Oak,,2196
E05011185,Yardley East,,2197
E05011186,Yardley West & Stechford,,2198
E05011187,Bishopstoke,,2199
E05011188,Botley,,2200
E05010923,Banbury Hardwick,,2201
E05010924,Banbury Ruscote,,2202
E05010925,Bicester East,,2203
E05010926,Bicester North and Caversfield,,2204
E05010928,Bicester West,,2205
E05010929,"Cropredy, Sibfords and Wroxton",,2206
E05010930,Deddington,,2207
E05010932,Kidlington East,,2208
E05010933,Kidlington West,,2209
E05010934,Launton and Otmoor,,2210
E05010935,Cherryfield,,2211
E05010936,Halewood North,,2212
E05010937,Halewood South,,2213
E05010938,Northwood,,2214
E05010939,Page Moss,,2215
E05010940,Prescot North,,2216
E05010941,Prescot South,,2217
E05010942,Roby,,2218
E05010943,Shevington,,2219
E05010944,St Gabriels,,2220
E05010945,St Michaels,,2221
E05010946,Stockbridge,,2222
E05010947,Swanside,,2223
E05010948,Whiston and Cronton,,2224
E05010949,Whitefield,,2225
E05010950,Abbeydale,,2226
E05010951,Abbeymead,,2227
E05010952,Barnwood,,2228
E05010953,Barton and Tredworth,,2229
E05010954,Coney Hill,,2230
E05010955,Elmbridge,,2231
E05010956,Grange,,2232
E05010957,Hucclecote,,2233
E05010958,Kingsholm and Wotton,,2234
E05010959,Kingsway,,2235
E05010960,Longlevens,,2236
E05010961,"Matson, Robinswood and White City",,2237
E05010962,Moreland,,2238
E05010963,Podsmead,,2239
E05010964,Quedgeley Fieldcourt,,2240
E05010965,Quedgeley Severn Vale,,2241
E05010966,Tuffley,,2242
E05010967,Westgate,,2243
E05011189,Bursledon & Hound North,,2244
E05010969,Berkeley Vale,,2245
E05010972,Cam East,,2246
E05010973,Cam West,,2247
E05010975,Coaley and Uley,,2248
E05010976,Dursley,,2249
E05010981,Painswick and Upton,,2250
E05011190,Chandler's Ford,,2251
E05010982,"Randwick, Whiteshill and Ruscombe",,2252
E05011191,Eastleigh Central,,2253
E05011192,Eastleigh North,,2254
E05011193,Eastleigh South,,2255
E05011194,Fair Oak & Horton Heath,,2256
E05011195,Hamble & Netley,,2257
E05011196,Hedge End North,,2258
E05011197,Hedge End South,,2259
E05011198,Hiltingbury,,2260
E05011199,West End North,,2261
E05011200,West End South,,2262
E05011201,Ashdown,,2263
E05011202,Baird,,2264
E05011203,Braybrooke,,2265
E05011204,Castle,,2266
E05011205,Central St Leonards,,2267
E05011206,Conquest,,2268
E05011207,Gensing,,2269
E05011208,Hollington,,2270
E05011209,Maze Hill,,2271
E05011210,Old Hastings,,2272
E05011211,Ore,,2273
E05011212,St Helens,,2274
E05011213,Silverhill,,2275
E05011214,Tressell,,2276
E05011215,West St Leonards,,2277
E05011216,Wishing Tree,,2278
E05011217,Barnehurst,,2279
E05011218,Belvedere,,2280
E05011219,Bexleyheath,,2281
E05011220,Blackfen & Lamorbey,,2282
E05011221,Blendon & Penhill,,2283
E05011222,Crayford,,2284
E05011223,Crook Log,,2285
E05011224,East Wickham,,2286
E05011225,Erith,,2287
E05011226,Falconwood & Welling,,2288
E05011227,Longlands,,2289
E05011228,Northumberland Heath,,2290
E05011229,St Mary's & St James,,2291
E05011230,Sidcup,,2292
E05011231,Slade Green & Northend,,2293
E05011232,Thamesmead East,,2294
E05011233,West Heath,,2295
E05011234,Aldborough,,2296
E05011235,Barkingside,,2297
E05011236,Bridge,,2298
E05011237,Chadwell,,2299
E05011238,Churchfields,,2300
E05011239,Clayhall,,2301
E05011240,Clementswood,,2302
E05011241,Cranbrook,,2303
E05011242,Fairlop,,2304
E05011243,Fullwell,,2305
E05011244,Goodmayes,,2306
E05011245,Hainault,,2307
E05011246,Ilford Town,,2308
E05011247,Loxford,,2309
E05011248,Mayfield,,2310
E05011249,Monkhams,,2311
E05011250,Newbury,,2312
E05011251,Seven Kings,,2313
E05011252,South Woodford,,2314
E05011253,Valentines,,2315
E05011254,Wanstead Park,,2316
E05011255,Wanstead Village,,2317
E05011256,Alconbury,,2318
E05011257,Brampton,,2319
E05011258,Buckden,,2320
E05011259,Fenstanton,,2321
E05011260,Godmanchester & Hemingford Abbots,,2322
E05011261,Great Paxton,,2323
E05011262,Great Staughton,,2324
E05011263,Hemingford Grey & Houghton,,2325
E05011264,Holywell-cum-Needingworth,,2326
E05011265,Huntingdon East,,2327
E05011266,Huntingdon North,,2328
E05011267,Kimbolton,,2329
E05011268,Ramsey,,2330
E05011269,St Ives East,,2331
E05011270,St Ives South,,2332
E05011271,St Ives West,,2333
E05011272,St Neots East,,2334
E05011273,St Neots Eatons,,2335
E05011274,St Neots Eynesbury,,2336
E05011275,St Neots Priory Park & Little Paxton,,2337
E05011276,Sawtry,,2338
E05011277,Somersham,,2339
E05011278,"Stilton, Folksworth & Washingley",,2340
E05011279,The Stukeleys,,2341
E05011280,Warboys,,2342
E05011281,Yaxley,,2343
E05011282,Balsham,,2344
E05011283,Bar Hill,,2345
E05011284,Barrington,,2346
E05011285,Bassingbourn,,2347
E05011286,Caldecote,,2348
E05011289,Cottenham,,2349
E05011291,Fen Ditton & Fulbourn,,2350
E05011292,Foxton,,2351
E05011293,Gamlingay,,2352
E05011294,Girton,,2353
E05011295,Hardwick,,2354
E05011296,Harston & Comberton,,2355
E05011297,Histon & Impington,,2356
E05011298,Linton,,2357
E05011300,Melbourn,,2358
E05011301,Milton & Waterbeach,,2359
E05011304,Shelford,,2360
E05011305,Swavesey,,2361
E05011306,The Mordens,,2362
E05011307,Whittlesford,,2363
E05011348,"Adderbury, Bloxham and Bodicote",,2364
E05011349,Banbury Calthorpe and Easington,,2365
E05011350,Ancoats & Beswick,,2366
E05011351,Ardwick,,2367
E05011352,Baguley,,2368
E05011353,Brooklands,,2369
E05011354,Burnage,,2370
E05011355,Charlestown,,2371
E05011356,Cheetham,,2372
E05011357,Chorlton,,2373
E05011358,Chorlton Park,,2374
E05011359,Clayton & Openshaw,,2375
E05011360,Crumpsall,,2376
E05011361,Deansgate,,2377
E05011362,Didsbury East,,2378
E05011363,Didsbury West,,2379
E05011364,Fallowfield,,2380
E05011365,Gorton & Abbey Hey,,2381
E05011366,Harpurhey,,2382
E05011367,Higher Blackley,,2383
E05011368,Hulme,,2384
E05011369,Levenshulme,,2385
E05011370,Longsight,,2386
E05011371,Miles Platting & Newton Heath,,2387
